WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group,Remediation_Method,Remediation_UTC,Source_Primary_Ticker,Primary_Ticker_Resolved_Candidate,Canonical_WS_ID_Candidate,Provider_Listing_Type,Final_Remediation_UTC,Final_Resolved_Ticker_Candidate,Evidence_Freeze_Status,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Note,Evidence_Frozen_UTC
WS:XTKS:1963,JGC HOLDINGS CORP.,,COMMON_STOCK,Japan,1963,Tokyo Stock Exchange,XTKS,JPY,1963.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,1963,2026-08-23T21:49:39.048625+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.106909+00:00,1963,1963,,PRIMARY,2026-08-23T22:25:53.806320+00:00,1963,,,,,
WS:XTKS:2002,NISSHIN SEIFUN GROUP INC.,,COMMON_STOCK,Japan,2002,Tokyo Stock Exchange,XTKS,JPY,2002.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2002,2026-08-23T21:49:39.050155+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.108002+00:00,2002,2002,,PRIMARY,2026-08-23T22:25:53.806881+00:00,2002,,,,,
WS:XTKS:2269,"MEIJI HOLDINGS CO., LTD.",,COMMON_STOCK,Japan,2269,Tokyo Stock Exchange,XTKS,JPY,2269.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2269,2026-08-23T21:49:39.051701+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.109076+00:00,2269,2269,,PRIMARY,2026-08-23T22:25:53.807433+00:00,2269,,,,,
WS:XTKS:2282,NH FOODS LTD.,,COMMON_STOCK,Japan,2282,Tokyo Stock Exchange,XTKS,JPY,2282.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2282,2026-08-23T21:49:39.053244+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.110148+00:00,2282,2282,,PRIMARY,2026-08-23T22:25:53.807990+00:00,2282,,,,,
WS:XTKS:2413,"M3, INC.",,COMMON_STOCK,Japan,2413,Tokyo Stock Exchange,XTKS,JPY,2413.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2413,2026-08-23T21:49:39.054800+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.111210+00:00,2413,2413,,PRIMARY,2026-08-23T22:25:53.808523+00:00,2413,,,,,
WS:XTKS:2432,"DENA CO., LTD.",,COMMON_STOCK,Japan,2432,Tokyo Stock Exchange,XTKS,JPY,2432.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2432,2026-08-23T21:49:39.056340+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.112344+00:00,2432,2432,,PRIMARY,2026-08-23T22:25:53.809085+00:00,2432,,,,,
WS:XTKS:2501,SAPPORO BREWERIES LTD.,,COMMON_STOCK,Japan,2501,Tokyo Stock Exchange,XTKS,JPY,2501.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2501,2026-08-23T21:49:39.057868+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.113420+00:00,2501,2501,,PRIMARY,2026-08-23T22:25:53.809630+00:00,2501,,,,,
WS:XTKS:2502,"ASAHI GROUP HOLDINGS, LTD.",,COMMON_STOCK,Japan,2502,Tokyo Stock Exchange,XTKS,JPY,2502.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2502,2026-08-23T21:49:39.059405+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.114465+00:00,2502,2502,,PRIMARY,2026-08-23T22:25:53.810212+00:00,2502,,,,,
WS:XTKS:2503,"KIRIN HOLDINGS CO., LTD.",,COMMON_STOCK,Japan,2503,Tokyo Stock Exchange,XTKS,JPY,2503.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2503,2026-08-23T21:49:39.060925+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.115605+00:00,2503,2503,,PRIMARY,2026-08-23T22:25:53.810746+00:00,2503,,,,,
WS:XTKS:2768,SOJITZ CORP.,,COMMON_STOCK,Japan,2768,Tokyo Stock Exchange,XTKS,JPY,2768.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2768,2026-08-23T21:49:39.062464+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.116698+00:00,2768,2768,,PRIMARY,2026-08-23T22:25:53.811306+00:00,2768,,,,,
WS:XTKS:2801,KIKKOMAN CORP.,,COMMON_STOCK,Japan,2801,Tokyo Stock Exchange,XTKS,JPY,2801.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2801,2026-08-23T21:49:39.063986+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.117776+00:00,2801,2801,,PRIMARY,2026-08-23T22:25:53.811873+00:00,2801,,,,,
WS:XTKS:2802,"AJINOMOTO CO., INC.",,COMMON_STOCK,Japan,2802,Tokyo Stock Exchange,XTKS,JPY,2802.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2802,2026-08-23T21:49:39.065534+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.118829+00:00,2802,2802,,PRIMARY,2026-08-23T22:25:53.812434+00:00,2802,,,,,
WS:XTKS:285A,KIOXIA HOLDINGS CORP.,,COMMON_STOCK,Japan,285A,Tokyo Stock Exchange,XTKS,JPY,285A.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,285A,2026-08-23T21:49:39.067069+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.119906+00:00,285A,285A,,PRIMARY,2026-08-23T22:25:53.813008+00:00,285A,,,,,
WS:XTKS:2871,NICHIREI CORP.,,COMMON_STOCK,Japan,2871,Tokyo Stock Exchange,XTKS,JPY,2871.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2871,2026-08-23T21:49:39.068626+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.120985+00:00,2871,2871,,PRIMARY,2026-08-23T22:25:53.813551+00:00,2871,,,,,
WS:XTKS:2914,JAPAN TOBACCO INC.,,COMMON_STOCK,Japan,2914,Tokyo Stock Exchange,XTKS,JPY,2914.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,2914,2026-08-23T21:49:39.070160+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.122111+00:00,2914,2914,,PRIMARY,2026-08-23T22:25:53.814106+00:00,2914,,,,,
WS:XTKS:3086,"J.FRONT RETAILING CO., LTD.",,COMMON_STOCK,Japan,3086,Tokyo Stock Exchange,XTKS,JPY,3086.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3086,2026-08-23T21:49:39.071728+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.123205+00:00,3086,3086,,PRIMARY,2026-08-23T22:25:53.814647+00:00,3086,,,,,
WS:XTKS:3092,"ZOZO, INC.",,COMMON_STOCK,Japan,3092,Tokyo Stock Exchange,XTKS,JPY,3092.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3092,2026-08-23T21:49:39.073272+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.124383+00:00,3092,3092,,PRIMARY,2026-08-23T22:25:53.815229+00:00,3092,,,,,
WS:XTKS:3099,ISETAN MITSUKOSHI HOLDINGS LTD.,,COMMON_STOCK,Japan,3099,Tokyo Stock Exchange,XTKS,JPY,3099.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3099,2026-08-23T21:49:39.074817+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.125483+00:00,3099,3099,,PRIMARY,2026-08-23T22:25:53.815800+00:00,3099,,,,,
WS:XTKS:3289,TOKYU FUDOSAN HOLDINGS CORP.,,COMMON_STOCK,Japan,3289,Tokyo Stock Exchange,XTKS,JPY,3289.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3289,2026-08-23T21:49:39.076352+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.126581+00:00,3289,3289,,PRIMARY,2026-08-23T22:25:53.816359+00:00,3289,,,,,
WS:XTKS:3382,"SEVEN & I HOLDINGS CO., LTD.",,COMMON_STOCK,Japan,3382,Tokyo Stock Exchange,XTKS,JPY,3382.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3382,2026-08-23T21:49:39.077920+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.127653+00:00,3382,3382,,PRIMARY,2026-08-23T22:25:53.816915+00:00,3382,,,,,
WS:XTKS:3401,TEIJIN LTD.,,COMMON_STOCK,Japan,3401,Tokyo Stock Exchange,XTKS,JPY,3401.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3401,2026-08-23T21:49:39.079469+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.128746+00:00,3401,3401,,PRIMARY,2026-08-23T22:25:53.817453+00:00,3401,,,,,
WS:XTKS:3402,"TORAY INDUSTRIES, INC.",,COMMON_STOCK,Japan,3402,Tokyo Stock Exchange,XTKS,JPY,3402.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3402,2026-08-23T21:49:39.081000+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.129876+00:00,3402,3402,,PRIMARY,2026-08-23T22:25:53.818015+00:00,3402,,,,,
WS:XTKS:3405,"KURARAY CO., LTD.",,COMMON_STOCK,Japan,3405,Tokyo Stock Exchange,XTKS,JPY,3405.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3405,2026-08-23T21:49:39.082562+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.131040+00:00,3405,3405,,PRIMARY,2026-08-23T22:25:53.818554+00:00,3405,,,,,
WS:XTKS:3407,ASAHI KASEI CORP.,,COMMON_STOCK,Japan,3407,Tokyo Stock Exchange,XTKS,JPY,3407.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3407,2026-08-23T21:49:39.084079+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.132360+00:00,3407,3407,,PRIMARY,2026-08-23T22:25:53.819112+00:00,3407,,,,,
WS:XTKS:3436,SUMCO CORP.,,COMMON_STOCK,Japan,3436,Tokyo Stock Exchange,XTKS,JPY,3436.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3436,2026-08-23T21:49:39.085675+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.133452+00:00,3436,3436,,PRIMARY,2026-08-23T22:25:53.819648+00:00,3436,,,,,
WS:XTKS:3659,"NEXON CO., LTD.",,COMMON_STOCK,Japan,3659,Tokyo Stock Exchange,XTKS,JPY,3659.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3659,2026-08-23T21:49:39.087197+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.134537+00:00,3659,3659,,PRIMARY,2026-08-23T22:25:53.820252+00:00,3659,,,,,
WS:XTKS:3697,SHIFT INC.,,COMMON_STOCK,Japan,3697,Tokyo Stock Exchange,XTKS,JPY,3697.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3697,2026-08-23T21:49:39.088780+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.135598+00:00,3697,3697,,PRIMARY,2026-08-23T22:25:53.820818+00:00,3697,,,,,
WS:XTKS:3861,OJI HOLDINGS CORP.,,COMMON_STOCK,Japan,3861,Tokyo Stock Exchange,XTKS,JPY,3861.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3861,2026-08-23T21:49:39.090413+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.136677+00:00,3861,3861,,PRIMARY,2026-08-23T22:25:53.821394+00:00,3861,,,,,
WS:XTKS:4004,RESONAC HOLDINGS CORP.,,COMMON_STOCK,Japan,4004,Tokyo Stock Exchange,XTKS,JPY,4004.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4004,2026-08-23T21:49:39.091969+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.137744+00:00,4004,4004,,PRIMARY,2026-08-23T22:25:53.821957+00:00,4004,,,,,
WS:XTKS:4005,"SUMITOMO CHEMICAL CO., LTD.",,COMMON_STOCK,Japan,4005,Tokyo Stock Exchange,XTKS,JPY,4005.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4005,2026-08-23T21:49:39.093539+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.138803+00:00,4005,4005,,PRIMARY,2026-08-23T22:25:53.822493+00:00,4005,,,,,
WS:XTKS:4021,NISSAN CHEMICAL CORP.,,COMMON_STOCK,Japan,4021,Tokyo Stock Exchange,XTKS,JPY,4021.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4021,2026-08-23T21:49:39.095090+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.139869+00:00,4021,4021,,PRIMARY,2026-08-23T22:25:53.823064+00:00,4021,,,,,
WS:XTKS:4042,TOSOH CORP.,,COMMON_STOCK,Japan,4042,Tokyo Stock Exchange,XTKS,JPY,4042.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4042,2026-08-23T21:49:39.096628+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.140942+00:00,4042,4042,,PRIMARY,2026-08-23T22:25:53.823607+00:00,4042,,,,,
WS:XTKS:4043,TOKUYAMA CORP.,,COMMON_STOCK,Japan,4043,Tokyo Stock Exchange,XTKS,JPY,4043.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4043,2026-08-23T21:49:39.098155+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.142023+00:00,4043,4043,,PRIMARY,2026-08-23T22:25:53.824159+00:00,4043,,,,,
WS:XTKS:4061,"DENKA CO., LTD.",,COMMON_STOCK,Japan,4061,Tokyo Stock Exchange,XTKS,JPY,4061.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4061,2026-08-23T21:49:39.099727+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.143073+00:00,4061,4061,,PRIMARY,2026-08-23T22:25:53.824694+00:00,4061,,,,,
WS:XTKS:4062,"IBIDEN CO., LTD.",,COMMON_STOCK,Japan,4062,Tokyo Stock Exchange,XTKS,JPY,4062.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4062,2026-08-23T21:49:39.101244+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.144146+00:00,4062,4062,,PRIMARY,2026-08-23T22:25:53.825265+00:00,4062,,,,,
WS:XTKS:4063,"SHIN-ETSU CHEMICAL CO., LTD.",,COMMON_STOCK,Japan,4063,Tokyo Stock Exchange,XTKS,JPY,4063.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4063,2026-08-23T21:49:39.102833+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.145222+00:00,4063,4063,,PRIMARY,2026-08-23T22:25:53.825829+00:00,4063,,,,,
WS:XTKS:4151,"KYOWA KIRIN CO., LTD.",,COMMON_STOCK,Japan,4151,Tokyo Stock Exchange,XTKS,JPY,4151.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4151,2026-08-23T21:49:39.104394+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.146310+00:00,4151,4151,,PRIMARY,2026-08-23T22:25:53.826376+00:00,4151,,,,,
WS:XTKS:4183,"MITSUI CHEMICALS, INC.",,COMMON_STOCK,Japan,4183,Tokyo Stock Exchange,XTKS,JPY,4183.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4183,2026-08-23T21:49:39.105922+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.147400+00:00,4183,4183,,PRIMARY,2026-08-23T22:25:53.826946+00:00,4183,,,,,
WS:XTKS:4188,MITSUBISHI CHEMICAL GROUP CORP.,,COMMON_STOCK,Japan,4188,Tokyo Stock Exchange,XTKS,JPY,4188.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4188,2026-08-23T21:49:39.107462+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.148464+00:00,4188,4188,,PRIMARY,2026-08-23T22:25:53.827502+00:00,4188,,,,,
WS:XTKS:4208,UBE CORP.,,COMMON_STOCK,Japan,4208,Tokyo Stock Exchange,XTKS,JPY,4208.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4208,2026-08-23T21:49:39.108995+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.149568+00:00,4208,4208,,PRIMARY,2026-08-23T22:25:53.828077+00:00,4208,,,,,
WS:XTKS:4307,"NOMURA RESEARCH INSTITUTE, LTD.",,COMMON_STOCK,Japan,4307,Tokyo Stock Exchange,XTKS,JPY,4307.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4307,2026-08-23T21:49:39.111526+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.150758+00:00,4307,4307,,PRIMARY,2026-08-23T22:25:53.828626+00:00,4307,,,,,
WS:XTKS:4324,DENTSU GROUP INC.,,COMMON_STOCK,Japan,4324,Tokyo Stock Exchange,XTKS,JPY,4324.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4324,2026-08-23T21:49:39.113070+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.151859+00:00,4324,4324,,PRIMARY,2026-08-23T22:25:53.829198+00:00,4324,,,,,
WS:XTKS:4385,"MERCARI, INC.",,COMMON_STOCK,Japan,4385,Tokyo Stock Exchange,XTKS,JPY,4385.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4385,2026-08-23T21:49:39.114655+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.152959+00:00,4385,4385,,PRIMARY,2026-08-23T22:25:53.829744+00:00,4385,,,,,
WS:XTKS:4452,KAO CORP.,,COMMON_STOCK,Japan,4452,Tokyo Stock Exchange,XTKS,JPY,4452.T,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,4452,2026-08-23T21:49:39.116240+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.154108+00:00,4452,4452,,PRIMARY,2026-08-23T22:25:53.830317+00:00,4452,,,,,
