WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group
WS:ISIN:TW0002301009,LITE-ON TECHNOLOGY CORP.,TW0002301009,COMMON_STOCK,Taiwan,2301,Taiwan Stock Exchange,XTAI,TWD,2301.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2301,2026-08-23T21:49:44.344190+00:00,,
WS:ISIN:TW0002303005,UNITED MICROELECTRONICS CORP.,TW0002303005,COMMON_STOCK,Taiwan,2303,Taiwan Stock Exchange,XTAI,TWD,2303.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2303,2026-08-23T21:49:44.345771+00:00,,
WS:ISIN:TW0002308004,"DELTA ELECTRONICS, INC.",TW0002308004,COMMON_STOCK,Taiwan,2308,Taiwan Stock Exchange,XTAI,TWD,2308.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2308,2026-08-23T21:49:44.347288+00:00,,
WS:ISIN:TW0002317005,HON HAI PRECISION IND. CO. LTD.,TW0002317005,COMMON_STOCK,Taiwan,2317,Taiwan Stock Exchange,XTAI,TWD,2317.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2317,2026-08-23T21:49:44.348834+00:00,,
WS:ISIN:TW0002327004,YAGEO CORPORATION,TW0002327004,COMMON_STOCK,Taiwan,2327,Taiwan Stock Exchange,XTAI,TWD,2327.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2327,2026-08-23T21:49:44.350388+00:00,,
WS:ISIN:TW0002330008,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",TW0002330008,COMMON_STOCK,Taiwan,2330,Taiwan Stock Exchange,XTAI,TWD,2330.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2330,2026-08-23T21:49:44.351907+00:00,,
WS:ISIN:TW0002344009,WINBOND ELECTRONICS CORPORATION,TW0002344009,COMMON_STOCK,Taiwan,2344,Taiwan Stock Exchange,XTAI,TWD,2344.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2344,2026-08-23T21:49:44.353618+00:00,,
WS:ISIN:TW0002345006,ACCTON TECHNOLOGY CORP.,TW0002345006,COMMON_STOCK,Taiwan,2345,Taiwan Stock Exchange,XTAI,TWD,2345.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2345,2026-08-23T21:49:44.355170+00:00,,
WS:ISIN:TW0002357001,ASUSTEK COMPUTER INC.,TW0002357001,COMMON_STOCK,Taiwan,2357,Taiwan Stock Exchange,XTAI,TWD,2357.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2357,2026-08-23T21:49:44.356777+00:00,,
WS:ISIN:TW0002360005,CHROMA ATE INC.,TW0002360005,COMMON_STOCK,Taiwan,2360,Taiwan Stock Exchange,XTAI,TWD,2360.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2360,2026-08-23T21:49:44.358340+00:00,,
WS:ISIN:TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,TW0002368008,COMMON_STOCK,Taiwan,2368,Taiwan Stock Exchange,XTAI,TWD,2368.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2368,2026-08-23T21:49:44.359861+00:00,,
WS:ISIN:TW0002382009,QUANTA COMPUTER INC.,TW0002382009,COMMON_STOCK,Taiwan,2382,Taiwan Stock Exchange,XTAI,TWD,2382.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2382,2026-08-23T21:49:44.361415+00:00,,
WS:ISIN:TW0002383007,"ELITE MATERIAL CO., LTD.",TW0002383007,COMMON_STOCK,Taiwan,2383,Taiwan Stock Exchange,XTAI,TWD,2383.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2383,2026-08-23T21:49:44.362949+00:00,,
WS:ISIN:TW0002395001,"ADVANTECH CO., LTD.",TW0002395001,COMMON_STOCK,Taiwan,2395,Taiwan Stock Exchange,XTAI,TWD,2395.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2395,2026-08-23T21:49:44.364524+00:00,,
WS:ISIN:TW0002408002,NANYA TECHNOLOGY CORPORATION,TW0002408002,COMMON_STOCK,Taiwan,2408,Taiwan Stock Exchange,XTAI,TWD,2408.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2408,2026-08-23T21:49:44.366046+00:00,,
WS:ISIN:TW0002412004,CHUNGHWA TELECOM CO. LTD,TW0002412004,COMMON_STOCK,Taiwan,2412,Taiwan Stock Exchange,XTAI,TWD,2412.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2412,2026-08-23T21:49:44.367594+00:00,,
WS:ISIN:TW0002449006,KING YUAN ELECTRONICS CO. LTD.,TW0002449006,COMMON_STOCK,Taiwan,2449,Taiwan Stock Exchange,XTAI,TWD,2449.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2449,2026-08-23T21:49:44.369114+00:00,,
WS:ISIN:TW0002454006,MEDIATEK INC.,TW0002454006,COMMON_STOCK,Taiwan,2454,Taiwan Stock Exchange,XTAI,TWD,2454.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2454,2026-08-23T21:49:44.370695+00:00,,
WS:ISIN:TW0002603008,EVERGREEN MARINE CORP. (TAIWAN) LTD.,TW0002603008,COMMON_STOCK,Taiwan,2603,Taiwan Stock Exchange,XTAI,TWD,2603.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2603,2026-08-23T21:49:44.372226+00:00,,
WS:ISIN:TW0002880002,HUA NAN FINANCIAL HOLDINDS CO. LTD.,TW0002880002,COMMON_STOCK,Taiwan,2880,Taiwan Stock Exchange,XTAI,TWD,2880.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2880,2026-08-23T21:49:44.373777+00:00,,
WS:ISIN:TW0002881000,"FUBON FINANCIAL HOLDING CO., LTD.",TW0002881000,COMMON_STOCK,Taiwan,2881,Taiwan Stock Exchange,XTAI,TWD,2881.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2881,2026-08-23T21:49:44.375295+00:00,,
WS:ISIN:TW0002882008,"CATHAY FINANCIAL HOLDING CO., LTD.",TW0002882008,COMMON_STOCK,Taiwan,2882,Taiwan Stock Exchange,XTAI,TWD,2882.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2882,2026-08-23T21:49:44.376850+00:00,,
WS:ISIN:TW0002883006,"KGI FINANCIAL HOLDING CO., LTD.",TW0002883006,COMMON_STOCK,Taiwan,2883,Taiwan Stock Exchange,XTAI,TWD,2883.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2883,2026-08-23T21:49:44.378411+00:00,,
WS:ISIN:TW0002884004,"E.SUN FINANCIAL HOLDING COMPANY,LTD.",TW0002884004,COMMON_STOCK,Taiwan,2884,Taiwan Stock Exchange,XTAI,TWD,2884.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2884,2026-08-23T21:49:44.379952+00:00,,
WS:ISIN:TW0002885001,YUANTA FINANCIAL HOLDING CO. LTD.,TW0002885001,COMMON_STOCK,Taiwan,2885,Taiwan Stock Exchange,XTAI,TWD,2885.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2885,2026-08-23T21:49:44.381498+00:00,,
WS:ISIN:TW0002886009,MEGA FINANCIAL HOLDING COMPANY,TW0002886009,COMMON_STOCK,Taiwan,2886,Taiwan Stock Exchange,XTAI,TWD,2886.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2886,2026-08-23T21:49:44.383038+00:00,,
WS:ISIN:TW0002887007,"TS FINANCIAL HOLDING CO., LTD.",TW0002887007,COMMON_STOCK,Taiwan,2887,Taiwan Stock Exchange,XTAI,TWD,2887.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2887,2026-08-23T21:49:44.384597+00:00,,
WS:ISIN:TW0002890001,SINOPAC FINANCIAL HOLDINGS COMPANY LIMITED,TW0002890001,COMMON_STOCK,Taiwan,2890,Taiwan Stock Exchange,XTAI,TWD,2890.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2890,2026-08-23T21:49:44.386144+00:00,,
WS:ISIN:TW0002891009,"CTBC FINANCIAL HOLDING CO., LTD.",TW0002891009,COMMON_STOCK,Taiwan,2891,Taiwan Stock Exchange,XTAI,TWD,2891.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2891,2026-08-23T21:49:44.387717+00:00,,
WS:ISIN:TW0002892007,FIRST HOLDINGS,TW0002892007,COMMON_STOCK,Taiwan,2892,Taiwan Stock Exchange,XTAI,TWD,2892.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,2892,2026-08-23T21:49:44.389239+00:00,,
WS:ISIN:TW0003008009,LARGAN PRECISION CO. LTD.,TW0003008009,COMMON_STOCK,Taiwan,3008,Taiwan Stock Exchange,XTAI,TWD,3008.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3008,2026-08-23T21:49:44.390817+00:00,,
WS:ISIN:TW0003017000,"ASIA VITAL COMPONENTS CO., LTD.",TW0003017000,COMMON_STOCK,Taiwan,3017,Taiwan Stock Exchange,XTAI,TWD,3017.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3017,2026-08-23T21:49:44.392346+00:00,,
WS:ISIN:TW0003037008,UNIMICRON TECHNOLOGY CORP.,TW0003037008,COMMON_STOCK,Taiwan,3037,Taiwan Stock Exchange,XTAI,TWD,3037.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3037,2026-08-23T21:49:44.393874+00:00,,
WS:ISIN:TW0003045001,"TAIWAN MOBILE CO., LTD.",TW0003045001,COMMON_STOCK,Taiwan,3045,Taiwan Stock Exchange,XTAI,TWD,3045.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3045,2026-08-23T21:49:44.395411+00:00,,
WS:ISIN:TW0003231007,WISTRON CORPORATION,TW0003231007,COMMON_STOCK,Taiwan,3231,Taiwan Stock Exchange,XTAI,TWD,3231.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3231,2026-08-23T21:49:44.396925+00:00,,
WS:ISIN:TW0003443008,GLOBAL UNICHIP CORP.,TW0003443008,COMMON_STOCK,Taiwan,3443,Taiwan Stock Exchange,XTAI,TWD,3443.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3443,2026-08-23T21:49:44.398538+00:00,,
WS:ISIN:TW0003653002,JENTECH PRECISION INDUSTRIAL CO. LTD.,TW0003653002,COMMON_STOCK,Taiwan,3653,Taiwan Stock Exchange,XTAI,TWD,3653.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3653,2026-08-23T21:49:44.400108+00:00,,
WS:ISIN:KYG022421088,ALCHIP TECHNOLOGIES LIMITED,KYG022421088,COMMON_STOCK,Taiwan,3661,Taiwan Stock Exchange,XTAI,TWD,3661.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3661,2026-08-23T21:49:44.401673+00:00,,
WS:ISIN:KYG114741062,BIZLINK HOLDING INC.,KYG114741062,COMMON_STOCK,Taiwan,3665,Taiwan Stock Exchange,XTAI,TWD,3665.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,3665,2026-08-23T21:49:44.403225+00:00,,
WS:XTAI:3711,"ASE TECHNOLOGY HOLDING CO., LTD.",,COMMON_STOCK,Taiwan,3711,Taiwan Stock Exchange,XTAI,TWD,3711.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,3711,2026-08-23T21:49:44.404786+00:00,,
WS:ISIN:TW0004904008,"FAR EASTONE TELECOMMUNICATIONS CO., LTD.",TW0004904008,COMMON_STOCK,Taiwan,4904,Taiwan Stock Exchange,XTAI,TWD,4904.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,4904,2026-08-23T21:49:44.406287+00:00,,
WS:ISIN:KYG989221000,ZHEN DING TECHNOLOGY HOLDING LIMITED,KYG989221000,COMMON_STOCK,Taiwan,4958,Taiwan Stock Exchange,XTAI,TWD,4958.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,4958,2026-08-23T21:49:44.407861+00:00,,
WS:ISIN:TW0005880009,TAIWAN COOPERATIVE FINANCIAL HOLDING COMPANY LIMITED,TW0005880009,COMMON_STOCK,Taiwan,5880,Taiwan Stock Exchange,XTAI,TWD,5880.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,5880,2026-08-23T21:49:44.409415+00:00,,
WS:ISIN:TW0006505001,FORMOSA PETROCHEMICAL CORP,TW0006505001,COMMON_STOCK,Taiwan,6505,Taiwan Stock Exchange,XTAI,TWD,6505.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,6505,2026-08-23T21:49:44.410964+00:00,,
WS:XTAI:6669,WIWYNN CORPORATION,,COMMON_STOCK,Taiwan,6669,Taiwan Stock Exchange,XTAI,TWD,6669.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,6669,2026-08-23T21:49:44.412501+00:00,,
WS:XTAI:7769,"HON. PRECISION, INC.",,COMMON_STOCK,Taiwan,7769,Taiwan Stock Exchange,XTAI,TWD,7769.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,7769,2026-08-23T21:49:44.414030+00:00,,
WS:ISIN:TW0008046004,NAN YA PRINTED CIRCUIT BOARD CORPORATION,TW0008046004,COMMON_STOCK,Taiwan,8046,Taiwan Stock Exchange,XTAI,TWD,8046.TW,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,,0.93,8046,2026-08-23T21:49:44.415583+00:00,,
WS:US:A,Agilent Technologies,,UNVERIFIED_EQUITY_SECURITY,,A,US primary exchange pending,,USD,A,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,A,2026-08-23T21:49:44.417104+00:00,,
WS:US:AA,Alcoa,,UNVERIFIED_EQUITY_SECURITY,,AA,US primary exchange pending,,USD,AA,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,REVIEW_REQUIRED,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,0.94,AA,2026-08-23T21:49:44.418689+00:00,,NAME:a4f51af9d392
WS:US:AAL,American Airlines Group,,UNVERIFIED_EQUITY_SECURITY,,AAL,US primary exchange pending,,USD,AAL,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAL,2026-08-23T21:49:44.420245+00:00,,
WS:US:AAMI,Acadian Asset Management Inc.,,UNVERIFIED_EQUITY_SECURITY,,AAMI,US primary exchange pending,,USD,AAMI,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAMI,2026-08-23T21:49:44.421814+00:00,,
WS:US:AAON,AAON,,UNVERIFIED_EQUITY_SECURITY,,AAON,US primary exchange pending,,USD,AAON,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAON,2026-08-23T21:49:44.423367+00:00,,
WS:US:AAP,"Advance Auto Parts, Inc.",,UNVERIFIED_EQUITY_SECURITY,,AAP,US primary exchange pending,,USD,AAP,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAP,2026-08-23T21:49:44.424887+00:00,,
WS:US:AAPL,Apple Inc.,,UNVERIFIED_EQUITY_SECURITY,,AAPL,US primary exchange pending,,USD,AAPL,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAPL,2026-08-23T21:49:44.426432+00:00,,
