WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,MedianTurnover20_EUR,MedianTurnover60_EUR,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Instrument_Evidence_URL_v0_14,Instrument_Evidence_Note_v0_14,Strict_Eligibility_v0_14,Root_Cause_v0_23,Remediation_Class_v0_23,Evidence_State_v0_23
WS:XTSE:AAUC,Allied Gold Corporation,Canada,CA_TSX,XTSE,AAUC,AAUC.TO,26474139.294227973,20968041.319845285,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XMIL:STMMI.MI,STMICROELECTRONICS,IT,EU_STOXX600,XMIL,STMMI.MI,STMMI.MI,224005948.32907677,293147344.446579,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XMIL:TENR.MI,TENARIS,IT,EU_STOXX600,XMIL,TENR.MI,TEN.MI,33346358.56388855,29583989.27840042,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XMIL:TLIT.MI,TELECOM ITALIA,IT,EU_STOXX600,XMIL,TLIT.MI,TIT.MI,58311577.17020345,74585715.80445671,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XMIL:TPRO.MI,TECHNOPROBE SPA,IT,EU_STOXX600,XMIL,TPRO.MI,TPRO.MI,24757628.825157166,23881720.974710464,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XMIL:TRN.MI,TERNA,IT,EU_STOXX600,XMIL,TRN.MI,TRN.MI,32157283.906625748,35678988.86233711,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XMIL:UNPI.MI,UNIPOL ASSICURAZIONI,IT,EU_STOXX600,XMIL,UNPI.MI,UNI.MI,37438989.051205635,37352188.63349533,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:AKRBP.OL,AKER BP,NO,EU_STOXX600,XOSL,AKRBP.OL,AKRBP.OL,24194206.63718851,28556404.163504127,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:DNB.OL,DNB BANK,NO,EU_STOXX600,XOSL,DNB.OL,DNB.OL,29606021.84403491,38099725.0446174,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:EQNR.OL,EQUINOR,NO,EU_STOXX600,XOSL,EQNR.OL,EQNR.OL,86130328.2861827,84937896.8746498,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:FRO.OL,FRONTLINE,NO,EU_STOXX600,XOSL,FRO.OL,FRO.OL,22000922.33333326,21414955.088966124,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:KOG.OL,KONGSBERG GRUPPEN,NO,EU_STOXX600,XOSL,KOG.OL,KOG.OL,35098691.072516575,35440537.603039354,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:MOWI.OL,MOWI,NO,EU_STOXX600,XOSL,MOWI.OL,MOWI.OL,17257303.091134116,15796122.59323556,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:NHY.OL,NORSK HYDRO,NO,EU_STOXX600,XOSL,NHY.OL,NHY.OL,25539638.598164722,31431269.194659017,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:NOD.OL,NORDIC SEMICONDUCTOR,NO,EU_STOXX600,XOSL,NOD.OL,NOD.OL,15467909.409954375,10150928.213779524,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:TEL.OL,TELENOR,NO,EU_STOXX600,XOSL,TEL.OL,TEL.OL,17764936.467816547,19473545.525546,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:VAR.OL,VAR ENERGI,NO,EU_STOXX600,XOSL,VAR.OL,VAR.OL,22730719.865105674,24136393.99110189,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XOSL:YAR.OL,YARA,NO,EU_STOXX600,XOSL,YAR.OL,YAR.OL,19137120.629169233,19973960.80831565,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ACCP.PA,ACCOR,FR,EU_STOXX600,XPAR,ACCP.PA,AC.PA,30220348.091661453,32547836.961460114,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:AIR.PA,AIRBUS,FR,EU_STOXX600,XPAR,AIR.PA,AIR.PA,162877504.86294556,189897740.83946228,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:AIRP.PA,AIR LIQUIDE,FR,EU_STOXX600,XPAR,AIRP.PA,AI.PA,109570227.4921875,137907662.80841064,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ALSO.PA,ALSTOM,FR,EU_STOXX600,XPAR,ALSO.PA,ALO.PA,15562975.233469486,21589398.211544037,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:AXAF.PA,AXA,FR,EU_STOXX600,XPAR,AXAF.PA,CS.PA,95897640.55093575,109407947.49452782,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:BNPP.PA,BNP PARIBAS,FR,EU_STOXX600,XPAR,BNPP.PA,BNP.PA,157601304.78580856,167220836.8328743,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:BOUY.PA,BOUYGUES,FR,EU_STOXX600,XPAR,BOUY.PA,EN.PA,24350403.706932068,31903015.01576996,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:BVI.PA,BUREAU VERITAS,FR,EU_STOXX600,XPAR,BVI.PA,BVI.PA,23883347.832125664,23425238.724660873,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:CAGR.PA,CREDIT AGRICOLE,FR,EU_STOXX600,XPAR,CAGR.PA,ACA.PA,75534892.17680931,76073560.04875183,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:CAPP.PA,CAP GEMINI,FR,EU_STOXX600,XPAR,CAPP.PA,CAP.PA,52920334.4982605,62109888.00802612,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:CARR.PA,CARREFOUR,FR,EU_STOXX600,XPAR,CARR.PA,CA.PA,27905859.492912292,32341645.925061226,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:DANO.PA,DANONE,FR,EU_STOXX600,XPAR,DANO.PA,BN.PA,73163640.8521843,91593338.86785126,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:DAST.PA,DASSAULT SYSTEMS,FR,EU_STOXX600,XPAR,DAST.PA,DSY.PA,35559799.22730446,36641297.90778351,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ENGIE.PA,ENGIE,FR,EU_STOXX600,XPAR,ENGIE.PA,ENGI.PA,76955910.04874611,76384664.25025082,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ENX.PA,EURONEXT,FR,EU_STOXX600,XPAR,ENX.PA,ENX.PA,20926090.865776062,25316861.77581024,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ESLX.PA,ESSILORLUXOTTICA,FR,EU_STOXX600,XPAR,ESLX.PA,EL.PA,117127089.55997467,105771804.13161469,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:FOUG.PA,EIFFAGE,FR,EU_STOXX600,XPAR,FOUG.PA,FGR.PA,21553523.25,22093193.014785767,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:GTT.PA,GAZTRANSPORT ET TECHNIGAZ,FR,EU_STOXX600,XPAR,GTT.PA,GTT.PA,16201301.52003479,17500529.544799805,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:HRMS.PA,HERMES INTERNATIONAL,FR,EU_STOXX600,XPAR,HRMS.PA,RMS.PA,126278323.5,128387946.0,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:IPN.PA,IPSEN,FR,EU_STOXX600,XPAR,IPN.PA,IPN.PA,15718834.041244507,17265946.082580566,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:LEGD.PA,LEGRAND,FR,EU_STOXX600,XPAR,LEGD.PA,LR.PA,62171041.28993225,79316789.2156601,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:LOIM.PA,KLEPIERRE,FR,EU_STOXX600,XPAR,LOIM.PA,LI.PA,19572702.67782402,20467802.346387863,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:LVMH.PA,LVMH MOET HENNESSY,FR,EU_STOXX600,XPAR,LVMH.PA,MC.PA,227893558.3317566,247327016.55966187,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:MICP.PA,MICHELIN,FR,EU_STOXX600,XPAR,MICP.PA,ML.PA,56525949.87700081,51483792.48641968,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:NEXS.PA,NEXANS,FR,EU_STOXX600,XPAR,NEXS.PA,NEX.PA,24688559.24282074,20315388.6567688,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:ORAN.PA,ORANGE,FR,EU_STOXX600,XPAR,ORAN.PA,ORA.PA,69070548.42144966,69512704.2421751,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:OREP.PA,L'OREAL,FR,EU_STOXX600,XPAR,OREP.PA,OR.PA,117669300.78309631,125675490.31227112,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:PERP.PA,PERNOD RICARD,FR,EU_STOXX600,XPAR,PERP.PA,RI.PA,39644522.54481888,40634217.99668312,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:PRTP.PA,Kering,FR,EU_STOXX600,XPAR,PRTP.PA,KER.PA,74464115.28627014,70643121.1539917,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:PUBP.PA,PUBLICIS GRP,FR,EU_STOXX600,XPAR,PUBP.PA,PUB.PA,54901074.9411087,55276151.864803314,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:RENA.PA,RENAULT,FR,EU_STOXX600,XPAR,RENA.PA,RNO.PA,34245288.10510349,35536340.44495201,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:RXL.PA,REXEL,FR,EU_STOXX600,XPAR,RXL.PA,RXL.PA,20238359.947322845,22013109.53792572,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SAF.PA,SAFRAN,FR,EU_STOXX600,XPAR,SAF.PA,SAF.PA,164974921.98394775,190046980.1135254,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SASY.PA,SANOFI,FR,EU_STOXX600,XPAR,SASY.PA,SAN.PA,134015325.14210892,158625405.06811523,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SCHN.PA,SCHNEIDER ELECTRIC,FR,EU_STOXX600,XPAR,SCHN.PA,SU.PA,233759935.65542603,242751624.62734985,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SGEF.PA,VINCI,FR,EU_STOXX600,XPAR,SGEF.PA,DG.PA,92003980.51143646,103960281.51807404,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SGOB.PA,SAINT GOBAIN,FR,EU_STOXX600,XPAR,SGOB.PA,SGO.PA,72053442.66581345,77698049.98053741,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SOGN.PA,GRP SOCIETE GENERALE,FR,EU_STOXX600,XPAR,SOGN.PA,GLE.PA,107554601.73360443,110345471.34060669,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:SOIT.PA,SOITEC,FR,EU_STOXX600,XPAR,SOIT.PA,SOI.PA,34758638.55116272,38795979.072784424,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:TCFP.PA,THALES,FR,EU_STOXX600,XPAR,TCFP.PA,HO.PA,60340525.18344116,56375467.60493469,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:TEPRF.PA,TELEPERFORMANCE,FR,EU_STOXX600,XPAR,TEPRF.PA,TEP.PA,19640630.265060425,14684657.292612076,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:TTEF.PA,TOTALENERGIES,FR,EU_STOXX600,XPAR,TTEF.PA,TTE.PA,222436440.65988922,257674090.01937866,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:URW.PA,UNIBAIL-RODAMCO-WESTFIELD,FR,EU_STOXX600,XPAR,URW.PA,URW.PA,19015186.926109314,21617771.969787598,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:VIE.PA,VEOLIA ENVIRONNEMENT,FR,EU_STOXX600,XPAR,VIE.PA,VIE.PA,46067214.830581665,54760509.24483681,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XPAR:VLLP.PA,VALLOUREC,FR,EU_STOXX600,XPAR,VLLP.PA,VK.PA,16510850.259327888,16064613.684369087,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:ALFA.ST,ALFA LAVAL,SE,EU_STOXX600,XSTO,ALFA.ST,ALFA.ST,17701688.26950472,22639307.314654283,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:ASSAB.ST,ASSA ABLOY,SE,EU_STOXX600,XSTO,ASSAb.ST,ASSA-B.ST,39165441.55091193,48870515.193305746,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:ATCOA.ST,ATLAS COPCO A,SE,EU_STOXX600,XSTO,ATCOa.ST,ATCO-A.ST,61906184.71768161,67652759.99554771,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:BOL.ST,BOLIDEN,SE,EU_STOXX600,XSTO,BOL.ST,BOL.ST,46026449.09692234,47457479.25088835,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:EPIRA.ST,EPIROC A,SE,EU_STOXX600,XSTO,EPIRa.ST,EPI-A.ST,26527214.359892387,29679359.500622623,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:EQTAB.ST,EQT,SE,EU_STOXX600,XSTO,EQTAB.ST,EQT.ST,40963142.02885066,36985274.83176088,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:ERICB.ST,ERICSSON LM B,SE,EU_STOXX600,XSTO,ERICb.ST,ERIC-B.ST,66670184.82764999,78780806.5084312,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:ESSITYB.ST,Essity B,SE,EU_STOXX600,XSTO,ESSITYb.ST,ESSITY-B.ST,24440157.493402265,26521966.652512603,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:EVOG.ST,EVOLUTION,SE,EU_STOXX600,XSTO,EVOG.ST,EVO.ST,45788607.243360125,45675233.15113819,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:HEXAB.ST,HEXAGON B,SE,EU_STOXX600,XSTO,HEXAb.ST,HEXA-B.ST,29485530.806851692,28281967.002041254,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:HMB.ST,HENNES & MAURITZ B,SE,EU_STOXX600,XSTO,HMb.ST,HM-B.ST,25818624.83789596,29358504.75982503,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:INDUC.ST,INDUSTRIVARDEN C,SE,EU_STOXX600,XSTO,INDUc.ST,INDU-C.ST,17155134.718191598,16875796.196223184,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:INVEB.ST,INVESTOR B,SE,EU_STOXX600,XSTO,INVEb.ST,INVE-B.ST,82951880.69600654,83715600.85750723,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:NIBEB.ST,NIBE INDUSTRIER B,SE,EU_STOXX600,XSTO,NIBEb.ST,NIBE-B.ST,15670397.28402828,19256915.05098637,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:SAABB.ST,SAAB B,SE,EU_STOXX600,XSTO,SAABb.ST,SAAB-B.ST,101103975.32315727,78122640.16148892,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:SAND.ST,SANDVIK,SE,EU_STOXX600,XSTO,SAND.ST,SAND.ST,51634996.38527058,53609742.06846716,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:SEBA.ST,SKANDINAVISKA ENSKILDA BK A,SE,EU_STOXX600,XSTO,SEBa.ST,SEB-A.ST,36713891.42029144,37144884.95457052,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XSTO:SECUB.ST,SECURITAS B,SE,EU_STOXX600,XSTO,SECUb.ST,SECU-B.ST,15815582.912766181,15594542.467738908,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
