Strict_Candidate_Rank_v0_10,WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7,Instrument_Decision_v0_8,Instrument_Type_Resolved_v0_8,Instrument_Resolution_Method_v0_8,Instrument_Resolution_Reason_v0_8,Instrument_Evidence_URL_v0_8,Instrument_Evidence_Note_v0_8,Strict_Eligibility_v0_8,Instrument_Decision_v0_10,Instrument_Type_Resolved_v0_10,Instrument_Resolution_Method_v0_10,Instrument_Resolution_Reason_v0_10,Instrument_Evidence_URL_v0_10,Instrument_Evidence_Note_v0_10,Strict_Eligibility_v0_10
1592,WS:US:FTDR,"Frontdoor, Inc.",,US_SP1500,,FTDR,FTDR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35167446.06057924,33079612.751168974,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1593,WS:US:RRR,"Red Rock Resorts, Inc.",,US_SP1500,,RRR,RRR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35136717.1988073,36628931.94752048,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1594,WS:XSHE:300999,"Yihai Kerry Arawana Holdings Co., Ltd",China,CN_CSI300,XSHE,300999,300999.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35120227.42836468,32278837.91366217,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1595,WS:US:HP,"Helmerich & Payne, Inc.",,US_SP1500,,HP,HP,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35076916.69468616,34761076.118609995,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1596,WS:XTKS:8331,"THE CHIBA BANK, LTD.",Japan,JP_N225,XTKS,8331,8331.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35058819.52899173,34266128.19323912,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1597,WS:XTKS:7202,ISUZU MOTORS LTD.,Japan,JP_N225,XTKS,7202,7202.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34931170.881391734,32052029.73739577,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1598,WS:XASX:XRO,Xero,Australia,AU_ASX200,XASX,XRO,XRO.AX,AUD,AUD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,508,507,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34883813.642732605,35686633.47207013,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,MIXED_SECURITY_STRUCTURES_REIT_STAPLED_POSSIBLE,https://www.spglobal.com/spdji/en/indices/equity/sp-asx-200/,"Official S&P page calls constituents index-eligible stocks, but official index announcements also identify REIT constituents. Group-level ordinary-share PASS is therefore not allowed.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,MIXED_SECURITY_STRUCTURES_REIT_STAPLED_POSSIBLE,https://www.spglobal.com/spdji/en/indices/equity/sp-asx-200/,"Official S&P page calls constituents index-eligible stocks, but official index announcements also identify REIT constituents. Group-level ordinary-share PASS is therefore not allowed.",NOT_VERIFIED,PASS,ORDINARY_SHARE_BY_ASX_SECURITY_TYPE,ASX_OFFICIAL_ISIN_DIRECTORY_SECURITY_TYPE,ASX_SECURITY_TYPE_ORDINARY_FULLY_PAID,https://www.asx.com.au/content/dam/asx/issuers/ISIN.xls,Official ASX ISIN directory; Security type column; frozen 63/63 target coverage from v0.7. Security type is read from the frozen v0.7 reference-match file; no new request is made.,PASS,PASS,ORDINARY_SHARE_BY_ASX_SECURITY_TYPE,ASX_OFFICIAL_ISIN_DIRECTORY_SECURITY_TYPE,ASX_SECURITY_TYPE_ORDINARY_FULLY_PAID,https://www.asx.com.au/content/dam/asx/issuers/ISIN.xls,Official ASX ISIN directory; Security type column; frozen 63/63 target coverage from v0.7. Security type is read from the frozen v0.7 reference-match file; no new request is made.,PASS
1599,WS:ISIN:TW0003045001,"TAIWAN MOBILE CO., LTD.",Taiwan,TW_TW50,XTAI,3045,3045.TW,TWD,TWD,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,486,486,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,59,34861343.57446123,40950322.2756948,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1600,WS:US:LXP,Lexington Realty Trust,,US_SP1500,,LXP,LXP,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34764068.04717572,27416612.973241877,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1601,WS:US:FA,First Advantage Corporation,,US_SP1500,,FA,FA,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34748335.62538056,28212918.656879656,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1602,WS:US:ZWS,Zurn Elkay Water Solutions Corp.,,US_SP1500,,ZWS,ZWS,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34698104.20571867,35775970.27837227,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1603,WS:US:CBRL,Cracker Barrel,,US_SP1500,,CBRL,CBRL,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34689202.74617933,37868690.06243403,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1604,WS:XTKS:5831,"SHIZUOKA FINANCIAL GROUP, INC.",Japan,JP_N225,XTKS,5831,5831.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34665911.51154083,30493151.82871837,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1605,WS:ISIN:INE081A01020,Tata Steel Ltd.,India,IN_NIFTY50,XNSE,TATASTEEL,TATASTEEL.NS,INR,INR,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,59,34621624.57053426,40734096.32248003,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1606,WS:US:EXTR,"Extreme Networks, Inc.",,US_SP1500,,EXTR,EXTR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34434360.42610803,45661290.45657906,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1607,WS:XSHE:000166,"Shenwan Hongyuan Group CO., LTD",China,CN_CSI300,XSHE,000166,000166.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34401942.26246501,55269081.720897295,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1608,WS:XTKS:4005,"SUMITOMO CHEMICAL CO., LTD.",Japan,JP_N225,XTKS,4005,4005.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34344399.182059765,32417964.02811892,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,EXPLICIT_EXISTING_V0_5,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,,,PASS,PASS,COMMON_STOCK,,,,,PASS,PASS,COMMON_STOCK,,,,,PASS
1609,WS:US:TNDM,Tandem Diabetes Care,,US_SP1500,,TNDM,TNDM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34313116.62871426,31113896.57310421,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
1610,WS:US:EPRT,"Essential Properties Realty Trust, Inc.",,US_SP1500,,EPRT,EPRT,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34231956.08935161,45353332.52056576,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,AUTO_PASS_GROUP_RULE,OFFICIAL_SPDJI_US_INDEX_FAMILY_COMMON_EQUITIES,https://www.spglobal.com/spdji/en/methodology/article/sp-us-indices-methodology/,"S&P U.S. Indices methodology describes the family as U.S.-domiciled stocks and the Total Market Index as all eligible U.S. common equities; S&P 500, 400 and 600 are members of the same U.S. index family. For the frozen S&P Composite 1500 constituent set this is accepted as group-level common-equity evidence in DEV v0.6.",PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS,PASS,COMMON_STOCK_BY_INDEX_ELIGIBILITY,,,,,PASS
