WS_ID,Name,ISIN,Primary_MIC,Primary_Exchange,Primary_Ticker,Primary_Currency,Primary_Universe_Index,v0_39_Static_Symbol_Relation,v0_39_Diagnostic_Classification,Current_Yahoo_Symbol,Static_Candidate_Yahoo_Symbol,Proposed_Yahoo_Symbol,Provider_Listing_Type,Primary_Listing_Status,Provider_Symbol_Status,Corporate_Action_Status,Evidence_Status,Evidence_Confidence,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Secondary_URL,Evidence_Note,Evidence_AsOf_UTC,Decision,Needs_Price_Verification,Verified_Primary_Ticker,Verified_Share_Class,Research_Status
WS:XETR:TUI1N.DE,,,XETR,,TUI1n.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,TUI1n.DE,TUI1N.DE,TUI1.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://uk.finance.yahoo.com/quote/TUI1.DE/,,"Yahoo Finance concrete quote page identifies TUI AG under provider symbol TUI1.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,TUI1,,RESEARCHED
WS:XETR:VNAN.DE,,,XETR,,VNAn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,VNAn.DE,VNAN.DE,VNA.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/VNA.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under VNA.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,VNA,,RESEARCHED
WS:XETR:VOWG_P.DE,,,XETR,,VOWG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,VOWG_p.DE,VOWG_P.DE,VOW3.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://uk.finance.yahoo.com/quote/VOW3.DE/,,"Yahoo Finance concrete quote page identifies Volkswagen AG preference shares under provider symbol VOW3.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,VOW3,,RESEARCHED
WS:XETR:ZALG.DE,,,XETR,,ZALG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ZALG.DE,ZALG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XHEL:KCRA.HE,,,XHEL,,KCRA.HE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,KCRA.HE,KCRA.HE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XHEL:NDAFI.HE,,,XHEL,,NDAFI.HE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NDAFI.HE,NDAFI.HE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ADML.L,,,XLON,,ADML.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ADML.L,ADML.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:AUTOA.L,,,XLON,,AUTOA.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AUTOA.L,AUTOA.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BALF.L,,,XLON,,BALF.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BALF.L,BALF.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BBOXT.L,,,XLON,,BBOXT.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BBOXT.L,BBOXT.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BEZG.L,,,XLON,,BEZG.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BEZG.L,BEZG.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BKGH.L,,,XLON,,BKGH.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BKGH.L,BKGH.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BPTB.L,,,XLON,,BPTB.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BPTB.L,BPTB.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BT.L,,,XLON,,BT.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BT.L,BT.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:HOCM.L,,,XLON,,HOCM.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HOCM.L,HOCM.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ICAG.L,,,XLON,,ICAG.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ICAG.L,ICAG.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ICGIN.L,,,XLON,,ICGIN.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ICGIN.L,ICGIN.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:MRON.L,,,XLON,,MRON.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,MRON.L,MRON.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:PAFR.L,,,XLON,,PAFR.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PAFR.L,PAFR.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:PLUSP.L,,,XLON,,PLUSP.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PLUSP.L,PLUSP.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:RS1R.L,,,XLON,,RS1R.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RS1R.L,RS1R.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:SHCS.L,,,XLON,,SHCS.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SHCS.L,SHCS.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:SJP.L,,,XLON,,SJP.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SJP.L,SJP.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:TCAPI.L,,,XLON,,TCAPI.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TCAPI.L,TCAPI.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:AMA.MC,,,XMAD,,AMA.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AMA.MC,AMA.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:ENAG.MC,,,XMAD,,ENAG.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ENAG.MC,ENAG.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:GRLS.MC,,,XMAD,,GRLS.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GRLS.MC,GRLS.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:PUIGB.MC,,,XMAD,,PUIGb.MC,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,PUIGb.MC,PUIGB.MC,PUIG.MC,PRIMARY,VERIFIED,VERIFIED,NONE,VERIFIED_PRIMARY_AND_PROVIDER,HIGH,https://www.puig.com/en/share-price/,https://finance.yahoo.com/quote/PUIG.MC/,https://www.morningstar.com/stocks/xmad/puig/quote,"Puig IR provides the official share-price information for Puig Brands on the Spanish Stock Exchanges. The source record is the XMAD Class B instrument; the official market/provider identity is PUIGB and Yahoo has a concrete PUIG.MC quote page for Puig Brands, with the same EUR Class B instrument context. No unresolved corporate action or collision; no mapping apply.",2026-09-02T22:35:00Z,CONFIRMED_PROVIDER_SYMBOL_CANDIDATE,YES,PUIGB,Class B ordinary shares,RESEARCHED
WS:XMAD:REDE.MC,,,XMAD,,REDE.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,REDE.MC,REDE.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:SABE.MC,,,XMAD,,SABE.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SABE.MC,SABE.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:A2.MI,,,XMIL,,A2.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,A2.MI,A2.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:AZMT.MI,,,XMIL,,AZMT.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AZMT.MI,AZMT.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:BCU.MI,,,XMIL,,BCU.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BCU.MI,BCU.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:CPRI.MI,,,XMIL,,CPRI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CPRI.MI,CPRI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:CRDI.MI,,,XMIL,,CRDI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CRDI.MI,CRDI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:EMII.MI,,,XMIL,,EMII.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,EMII.MI,EMII.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:ENEI.MI,,,XMIL,,ENEI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ENEI.MI,ENEI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:GASI.MI,,,XMIL,,GASI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GASI.MI,GASI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:HRA.MI,,,XMIL,,HRA.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HRA.MI,HRA.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:ITPG.MI,,,XMIL,,ITPG.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ITPG.MI,ITPG.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:LDOF.MI,,,XMIL,,LDOF.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,LDOF.MI,LDOF.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:NEXII.MI,,,XMIL,,NEXII.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NEXII.MI,NEXII.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:RECI.MI,,,XMIL,,RECI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RECI.MI,RECI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:SPMI.MI,,,XMIL,,SPMI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SPMI.MI,SPMI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:TENR.MI,,,XMIL,,TENR.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TENR.MI,TENR.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:TLIT.MI,,,XMIL,,TLIT.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TLIT.MI,TLIT.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:UNPI.MI,,,XMIL,,UNPI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,UNPI.MI,UNPI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XOSL:GJFG.OL,,,XOSL,,GJFG.OL,NOK,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GJFG.OL,GJFG.OL,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:ACCP.PA,,,XPAR,,ACCP.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ACCP.PA,ACCP.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:AIRP.PA,,,XPAR,,AIRP.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AIRP.PA,AIRP.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:ALSO.PA,,,XPAR,,ALSO.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ALSO.PA,ALSO.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:AXAF.PA,,,XPAR,,AXAF.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AXAF.PA,AXAF.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:BIOX.PA,,,XPAR,,BIOX.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BIOX.PA,BIOX.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:BNPP.PA,,,XPAR,,BNPP.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BNPP.PA,BNPP.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:BOLL.PA,,,XPAR,,BOLL.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BOLL.PA,BOLL.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:BOUY.PA,,,XPAR,,BOUY.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BOUY.PA,BOUY.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:CAGR.PA,,,XPAR,,CAGR.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CAGR.PA,CAGR.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XPAR:CAPP.PA,,,XPAR,,CAPP.PA,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CAPP.PA,CAPP.PA,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
