WS_ID,Yahoo_Symbol,ISIN,Primary_MIC,Issuer,Admission_Status,History_State,Liquidity_Class,MedianTurnover20_EUR,Eligibility_DryRun,Universe_Write
US1:US92343E1029:XNAS,VRSN,US92343E1029,XNAS,Verisign,ADMIT,PASS,PREFERRED,156013234.33,ELIGIBLE,NO
US1:US92345Y1064:XNAS,VRSK,US92345Y1064,XNAS,Verisk Analytics,ADMIT,PASS,PREFERRED,164608974.69,ELIGIBLE,NO
US1:US92532F1003:XNAS,VRTX,US92532F1003,XNAS,Vertex Pharmaceuticals,ADMIT,PASS,PREFERRED,482771461.51,ELIGIBLE,NO
US1:US92537N1081:XNYS,VRT,US92537N1081,XNYS,Vertiv,ADMIT,PASS,PREFERRED,894051391.72,ELIGIBLE,NO
US1:US92556V1061:XNAS,VTRS,US92556V1061,XNAS,Viatris,ADMIT,PASS,PREFERRED,113013469.22,ELIGIBLE,NO
US1:US92826C8394:XNYS,V,US92826C8394,XNYS,Visa Inc.,ADMIT,PASS,PREFERRED,2057098644.64,ELIGIBLE,NO
US1:US92840M1027:XNYS,VST,US92840M1027,XNYS,Vistra,ADMIT,PASS,PREFERRED,500617093.37,ELIGIBLE,NO
US1:US9291601097:XNYS,VMC,US9291601097,XNYS,Vulcan Materials Company,ADMIT,PASS,PREFERRED,193174274.55,ELIGIBLE,NO
US1:US0844231029:XNYS,WRB,US0844231029,XNYS,W. R. Berkley,ADMIT,PASS,PREFERRED,91192951.83,ELIGIBLE,NO
US1:US3848021040:XNYS,GWW,US3848021040,XNYS,W. W. Grainger,ADMIT,PASS,PREFERRED,209845725.06,ELIGIBLE,NO
US1:US9297401088:XNYS,WAB,US9297401088,XNYS,Wabtec,ADMIT,PASS,PREFERRED,211422582.35,ELIGIBLE,NO
US1:US9311421039:XNAS,WMT,US9311421039,XNAS,Q483551,ADMIT,PASS,PREFERRED,2260171180.78,ELIGIBLE,NO
US1:US2546871060:XNYS,DIS,US2546871060,XNYS,The Walt Disney Company,ADMIT,PASS,PREFERRED,664050353.49,ELIGIBLE,NO
US1:US9344231041:XNAS,WBD,US9344231041,XNAS,Webuild,ADMIT,PASS,PREFERRED,420874023.42,ELIGIBLE,NO
US1:US94106L1098:XNYS,WM,US94106L1098,XNYS,"Waste Management, Inc",ADMIT,PASS,PREFERRED,391598360.04,ELIGIBLE,NO
US1:US9418481035:XNYS,WAT,US9418481035,XNYS,Waters Corporation,ADMIT,PASS,PREFERRED,232571865.57,ELIGIBLE,NO
US1:US92939U1060:XNYS,WEC,US92939U1060,XNYS,WEC Energy Group,ADMIT,PASS,PREFERRED,190980484.63,ELIGIBLE,NO
US1:US9497461015:XNYS,WFC,US9497461015,XNYS,Wells Fargo,ADMIT,PASS,PREFERRED,865927990.67,ELIGIBLE,NO
US1:US9553061055:XNYS,WST,US9553061055,XNYS,West Pharmaceutical Services (United States),ADMIT,PASS,PREFERRED,130544969.42,ELIGIBLE,NO
US1:US9581021055:XNAS,WDC,US9581021055,XNAS,Western Digital,ADMIT,PASS,PREFERRED,2293968892.76,ELIGIBLE,NO
US1:US9699041011:XNYS,WSM,US9699041011,XNYS,"Williams-Sonoma, Inc.",ADMIT,PASS,PREFERRED,203267367.27,ELIGIBLE,NO
US1:US9694571004:XNYS,WMB,US9694571004,XNYS,Williams Companies,ADMIT,PASS,PREFERRED,402371718.0,ELIGIBLE,NO
US1:US9831341071:XNAS,WYNN,US9831341071,XNAS,Wynn Resorts,ADMIT,PASS,PREFERRED,117339688.17,ELIGIBLE,NO
US1:US98419M1009:XNYS,XYL,US98419M1009,XNYS,Xylem Inc.,ADMIT,PASS,PREFERRED,154585453.96,ELIGIBLE,NO
US1:US9884981013:XNYS,YUM,US9884981013,XNYS,Yum! Brands,ADMIT,PASS,PREFERRED,261406827.88,ELIGIBLE,NO
US1:US9892071054:XNAS,ZBRA,US9892071054,XNAS,Zebra Technologies,ADMIT,PASS,PREFERRED,181159060.61,ELIGIBLE,NO
US1:US98956P1021:XNYS,ZBH,US98956P1021,XNYS,Zimmer Biomet Holdings,ADMIT,PASS,PREFERRED,118341625.51,ELIGIBLE,NO
US1:US98978V1035:XNYS,ZTS,US98978V1035,XNYS,Zoetis,ADMIT,PASS,PREFERRED,289465562.08,ELIGIBLE,NO
