Yahoo_Symbol,Primary_Ticker,Issuer,Security,GICS_Sector,GICS_Sub,CIK,Wikidata_QID,ISIN,Primary_MIC,Instrument_Type,Admission_Status,Admission_Reason,Evidence_Source,Evidence_Status,SP500_Membership,WS_ID
FTV,FTV,Fortive,Fortive,Industrials,Industrial Machinery & Supplies & Components,1659166,Q27919383,US34959J1088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US34959J1088:XNYS
BEN,BEN,Franklin Templeton Investments,Franklin Resources,Financials,Asset Management & Custody Banks,38777,Q744683,US3546131018,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3546131018:XNYS
FCX,FCX,Freeport-McMoRan,Freeport-McMoRan,Materials,Copper,831259,Q1453620,US35671D8570,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US35671D8570:XNYS
IT,IT,Gartner,Gartner,Information Technology,IT Consulting & Other Services,749251,Q174198,US3666511072,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3666511072:XNYS
GEHC,GEHC,GE HealthCare,GE HealthCare,Health Care,Health Care Equipment,1932393,Q1152374,US36266G1076,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US36266G1076:XNAS
GEV,GEV,GE Vernova,GE Vernova,Industrials,Heavy Electrical Equipment,1996810,Q118957699,US36828A1016,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US36828A1016:XNYS
GNRC,GNRC,Generac Holdings Inc.,Generac,Industrials,Heavy Electrical Equipment,1474735,Q5531627,US3687361044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3687361044:XNYS
GD,GD,General Dynamics,General Dynamics,Industrials,Aerospace & Defense,40533,Q502940,US3695501086,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3695501086:XNYS
GM,GM,General Motors,General Motors,Consumer Discretionary,Automobile Manufacturers,1467858,Q81965,US37045V1008,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US37045V1008:XNYS
GPC,GPC,Genuine Parts Company,Genuine Parts Company,Consumer Discretionary,Distributors,40987,Q5533818,US3724601055,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3724601055:XNYS
GILD,GILD,Gilead Sciences,Gilead Sciences,Health Care,Biotechnology,882095,Q663596,US3755581036,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3755581036:XNAS
GPN,GPN,Global Payments,Global Payments,Financials,Transaction & Payment Processing Services,1123360,Q5570544,US37940X1028,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US37940X1028:XNYS
GL,GL,Globe Life,Globe Life,Financials,Life & Health Insurance,320335,Q5570993,US37959E1029,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US37959E1029:XNYS
GS,GS,Goldman Sachs,Goldman Sachs,Financials,Investment Banking & Brokerage,886982,Q193326,US38141G1040,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US38141G1040:XNYS
HAL,HAL,Hindustan Aeronautics Limited,Halliburton,Energy,Oil & Gas Equipment & Services,45012,Q357095,US4062161017,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4062161017:XNYS
HIG,HIG,Q444110,Hartford (The),Financials,Property & Casualty Insurance,874766,Q444110,US4165151048,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4165151048:XNYS
HAS,HAS,Hays plc,Hasbro,Consumer Discretionary,Leisure Products,46080,Q324029,US4180561072,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4180561072:XNAS
HCA,HCA,HCA Healthcare,HCA Healthcare,Health Care,Health Care Facilities,860730,Q1630431,US40412C1018,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US40412C1018:XNYS
HSIC,HSIC,Henry Schein,Henry Schein,Health Care,Health Care Distributors,1000228,Q905086,US8064071025,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8064071025:XNAS
HSY,HSY,The Hershey Company,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,47111,Q1056637,US4278661081,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4278661081:XNYS
HPE,HPE,Hewlett Packard Enterprise,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",1645590,Q19923099,US42824C1099,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US42824C1099:XNYS
HLT,HLT,Hilton Worldwide,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1585689,Q1057464,US43300A2033,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US43300A2033:XNYS
HD,HD,The Home Depot,Home Depot (The),Consumer Discretionary,Home Improvement Retail,354950,Q864407,US4370761029,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4370761029:XNYS
HONA,HONA,Q5893992,Honeywell Aerospace,Industrials,Aerospace & Defense,2089271,Q5893992,US43849R1059,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US43849R1059:XNAS
HON,HON,Honeywell,Honeywell Technologies,Industrials,Industrial Conglomerates,773840,Q898208,US4385161066,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4385161066:XNYS
HRL,HRL,Hormel,Hormel Foods,Consumer Staples,Packaged Foods & Meats,48465,Q1454852,US4404521001,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4404521001:XNYS
HUBB,HUBB,Hubbell Incorporated,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,48898,Q21036456,US4435106079,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4435106079:XNYS
HUM,HUM,Humana,Humana,Health Care,Managed Health Care,49071,Q910866,US4448591028,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4448591028:XNYS
HII,HII,Huntington Ingalls Industries,Huntington Ingalls Industries,Industrials,Aerospace & Defense,1501585,Q7257522,US4464131063,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4464131063:XNYS
IBM,IBM,IBM,IBM,Information Technology,IT Consulting & Other Services,51143,Q37156,US4592001014,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4592001014:XNYS
IEX,IEX,IDEX Corporation,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,832101,Q5970002,US45167R1041,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45167R1041:XNYS
IDXX,IDXX,"IDEXX Laboratories, Inc.",Idexx Laboratories,Health Care,Health Care Equipment,874716,Q1758392,US45168D1046,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45168D1046:XNAS
ITW,ITW,Illinois Tool Works,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,49826,Q1510378,US4523081093,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4523081093:XNYS
INCY,INCY,Incyte,Incyte,Health Care,Biotechnology,879169,Q6015591,US45337C1027,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45337C1027:XNAS
INTC,INTC,Intel,Intel,Information Technology,Semiconductors,50863,Q248,US4581401001,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4581401001:XNAS
IBKR,IBKR,Interactive Brokers LLC - ATS,Interactive Brokers,Financials,Investment Banking & Brokerage,1381197,Q3901581,US45841N1072,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45841N1072:XNAS
ICE,ICE,Intercontinental Exchange,Intercontinental Exchange,Financials,Financial Exchanges & Data,1571949,Q841458,US45866F1049,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45866F1049:XNYS
IFF,IFF,International Flavors & Fragrances,International Flavors & Fragrances,Materials,Specialty Chemicals,51253,Q1666568,US4595061015,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4595061015:XNYS
IP,IP,International Paper,International Paper,Materials,Paper & Plastic Packaging Products & Materials,51434,Q202972,US4601461035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4601461035:XNYS
INTU,INTU,Intuit,Intuit,Information Technology,Application Software,896878,Q1318848,US4612021034,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4612021034:XNAS
ISRG,ISRG,Intuitive Surgical,Intuitive Surgical,Health Care,Health Care Equipment,1035267,Q2743863,US46120E6023,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US46120E6023:XNAS
IQV,IQV,"IQVIA Holdings, Inc.",IQVIA,Health Care,Life Sciences Tools & Services,1478242,Q305473,US46266C1053,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US46266C1053:XNYS
JBHT,JBHT,J. B. Hunt,J.B. Hunt,Industrials,Cargo Ground Transportation,728535,Q4041705,US4456581077,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4456581077:XNAS
JBL,JBL,Jabil,Jabil,Information Technology,Electronic Manufacturing Services,898293,Q2171646,US4663131039,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4663131039:XNYS
JKHY,JKHY,Jack Henry & Associates,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,779152,Q6113060,US4262811015,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4262811015:XNAS
J,J,Jacobs Engineering Group,Jacobs Solutions,Industrials,Construction & Engineering,52988,Q3157622,US4698141078,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4698141078:XNYS
JNJ,JNJ,Johnson & Johnson,Johnson & Johnson,Health Care,Pharmaceuticals,200406,Q333718,US4781601046,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4781601046:XNYS
JPM,JPM,JPMorgan Chase,JPMorgan Chase,Financials,Diversified Banks,19617,Q192314,US46625H1005,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US46625H1005:XNYS
KVUE,KVUE,Kenvue,Kenvue,Consumer Staples,Personal Care Products,1944048,Q118905792,US49177J1025,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US49177J1025:XNYS
KEY,KEY,KeyBank,KeyCorp,Financials,Regional Banks,91576,Q1740314,US4932671088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4932671088:XNYS
KEYS,KEYS,Keysight Technologies,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,1601046,Q17551096,US49338L1035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US49338L1035:XNYS
KMB,KMB,Kimberly-Clark,Kimberly-Clark,Consumer Staples,Household Products,55785,Q1741634,US4943681035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4943681035:XNYS
KMI,KMI,Kinder Morgan,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,1506307,Q931032,US49456B1017,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US49456B1017:XNYS
KKR,KKR,Kohlberg Kravis Roberts,KKR & Co.,Financials,Asset Management & Custody Banks,1404912,Q1570773,US48248M1027,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US48248M1027:XNYS
KLAC,KLAC,KLA Corporation,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,319201,Q624649,US4824801009,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US4824801009:XNAS
KHC,KHC,Kraft Heinz,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,1637459,Q19681433,US5007541064,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5007541064:XNAS
KR,KR,Kroger,Kroger,Consumer Staples,Food Retail,56873,Q153417,US5010441013,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5010441013:XNYS
LHX,LHX,L3Harris Technologies,L3Harris,Industrials,Aerospace & Defense,202058,Q30291091,US5024311095,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5024311095:XNYS
LH,LH,Land and Houses,Labcorp,Health Care,Health Care Services,920148,Q4921980,US50540R4092,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US50540R4092:XNYS
LRCX,LRCX,Lam Research,Lam Research,Information Technology,Semiconductor Materials & Equipment,707549,Q1342041,US5128071082,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5128071082:XNAS
LVS,LVS,Las Vegas Sands,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,1300514,Q1506045,US5178341070,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5178341070:XNYS
LDOS,LDOS,Leidos,Leidos,Industrials,Diversified Support Services,1336920,Q502132,US5253271028,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5253271028:XNYS
LEN,LEN,Lennar Corporation,Lennar,Consumer Discretionary,Homebuilding,920760,Q16981175,US5260571048,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5260571048:XNYS
LII,LII,Lennox International,Lennox International,Industrials,Building Products,1069202,Q224751,US5261071071,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5261071071:XNYS
LLY,LLY,Eli Lilly and Company,Lilly (Eli),Health Care,Pharmaceuticals,59478,Q632240,US5324571083,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5324571083:XNYS
LYV,LYV,Live Nation Entertainment,Live Nation Entertainment,Communication Services,Movies & Entertainment,1335258,Q1061903,US5380341090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5380341090:XNYS
LMT,LMT,Lockheed Martin,Lockheed Martin,Industrials,Aerospace & Defense,936468,Q7240,US5398301094,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5398301094:XNYS
L,L,Loews Corporation,Loews Corporation,Financials,Multi-line Insurance,60086,Q826526,US5404241086,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5404241086:XNYS
LOW,LOW,Lowe's,Lowe's,Consumer Discretionary,Home Improvement Retail,60667,Q1373493,US5486611073,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5486611073:XNYS
LULU,LULU,Lululemon Athletica,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1397187,Q6702957,US5500211090,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5500211090:XNAS
LITE,LITE,Lumentum Holdings,Lumentum,Information Technology,Communications Equipment,1633978,Q106253770,US55024U1097,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US55024U1097:XNAS
MTB,MTB,M&T Bank,M&T Bank,Financials,Regional Banks,36270,Q3272257,US55261F1049,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US55261F1049:XNYS
MPC,MPC,Marathon Petroleum,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,1510295,Q458363,US56585A1025,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US56585A1025:XNYS
MAR,MAR,Martifer,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1048286,Q1121894,US5719032022,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5719032022:XNAS
MLM,MLM,Martin Marietta Materials,Martin Marietta Materials,Materials,Construction Materials,916076,Q6776123,US5732841060,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5732841060:XNYS
MRVL,MRVL,Marvell Technology,Marvell Technology,Information Technology,Semiconductors,1835632,Q1347782,US5738741041,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5738741041:XNAS
MAS,MAS,Masco,Masco,Industrials,Building Products,62996,Q6782872,US5745991068,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5745991068:XNYS
MA,MA,Mastercard,Mastercard,Financials,Transaction & Payment Processing Services,1141391,Q489921,US57636Q1040,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US57636Q1040:XNYS
MKC,MKC,McCormick & Company,McCormick & Company,Consumer Staples,Packaged Foods & Meats,63754,Q1915049,US5797802064,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5797802064:XNYS
MCD,MCD,McDonald's,McDonald's,Consumer Discretionary,Restaurants,63908,Q38076,US5801351017,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5801351017:XNYS
